,ano,nivel_1,nivel_2,nivel_3,nivel_4,nivel_5,nivel_6,tipo_emissao,gas,atividade_economica,produto,emissao
262880,2000,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
262881,2001,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
262882,2002,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
262883,2003,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
262884,2004,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
262885,2005,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
262886,2006,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
262887,2007,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,933894.19
262888,2008,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
262889,2009,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
262890,2010,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
262891,2011,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
262892,2012,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
262893,2013,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
262894,2014,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
262895,2015,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
262896,2016,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
262897,2017,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
262898,2018,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
262899,2019,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
262900,1970,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262901,1971,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262902,1972,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262903,1973,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262904,1974,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262905,1975,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262906,1976,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262907,1977,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262908,1978,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262909,1979,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262910,1980,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262911,1981,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262912,1982,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262913,1983,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262914,1984,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262915,1985,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262916,1986,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262917,1987,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262918,1988,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,62.337441
262919,1989,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,64.415356
262920,1990,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,76.882844
262921,1991,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,47.792038
262922,1992,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,83.116588
262923,1993,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,145.45403
262924,1994,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262925,1995,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262926,1996,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262927,1997,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,41.558294
262928,1998,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262929,1999,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262930,2000,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262931,2001,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262932,2002,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262933,2003,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262934,2004,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262935,2005,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262936,2006,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262937,2007,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,83.149848
262938,2008,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262939,2009,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262940,2010,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262941,2011,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262942,2012,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262943,2013,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262944,2014,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262945,2015,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262946,2016,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262947,2017,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262948,2018,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262949,2019,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
262950,1970,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
262951,1971,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
262952,1972,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
262953,1973,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
262954,1974,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
262955,1975,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
262956,1976,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
262957,1977,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
262958,1978,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
262959,1979,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
262960,1980,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
262961,1981,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
262962,1982,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
262963,1983,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
262964,1984,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
262965,1985,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
262966,1986,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
262967,1987,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.0
262968,1988,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,1.2467488
262969,1989,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,1.2883071
262970,1990,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,1.5376569
262971,1991,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,0.95584076
262972,1992,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Refino de petróleo,Gás natural úmido,Consumo Final Energético,Emissão,N2O (t),PROD_COMB,,1.6623318
