,ano,nivel_1,nivel_2,nivel_3,nivel_4,nivel_5,nivel_6,tipo_emissao,gas,atividade_economica,produto,emissao
249557,1977,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
249558,1978,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,2764.2342
249559,1979,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,2764.2342
249560,1980,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,2764.2342
249561,1981,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,1382.1171
249562,1982,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,1382.1171
249563,1983,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
249564,1984,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,1223.3007
249565,1985,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,1237.1082
249566,1986,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
249567,1987,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,1223.3092
249568,1988,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
249569,1989,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,1216.4031
249570,1990,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,1216.4059
249571,1991,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
249572,1992,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
249573,1993,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,2419.043
249574,1994,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
249575,1995,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,2363.7793
249576,1996,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,1057.5895
249577,1997,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
249578,1998,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
249579,1999,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
249580,2000,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
249581,2001,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
249582,2002,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
249583,2003,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
249584,2004,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
249585,2005,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
249586,2006,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
249587,2007,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
249588,2008,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
249589,2009,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
249590,2010,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
249591,2011,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
249592,2012,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
249593,2013,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
249594,2014,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
249595,2015,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
249596,2016,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
249597,2017,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
249598,2018,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
249599,2019,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR4,PROD_COMB,,0.0
249600,1970,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
249601,1971,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
249602,1972,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
249603,1973,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
249604,1974,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
249605,1975,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
249606,1976,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
249607,1977,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
249608,1978,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,2764.2229
249609,1979,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,2764.2229
249610,1980,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,2764.2229
249611,1981,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,1382.1115
249612,1982,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,1382.1115
249613,1983,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
249614,1984,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,1223.2954
249615,1985,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,1237.1032
249616,1986,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
249617,1987,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,1223.3049
249618,1988,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
249619,1989,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,1216.3995
249620,1990,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,1216.4027
249621,1991,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
249622,1992,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
249623,1993,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,2419.0385
249624,1994,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
249625,1995,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,2363.7738
249626,1996,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,1057.5866
249627,1997,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
249628,1998,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
249629,1999,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
249630,2000,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
249631,2001,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
249632,2002,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
249633,2003,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
249634,2004,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
249635,2005,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
249636,2006,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
249637,2007,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
249638,2008,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
249639,2009,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
249640,2010,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
249641,2011,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
249642,2012,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
249643,2013,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
249644,2014,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
249645,2015,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
249646,2016,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
249647,2017,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
249648,2018,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
249649,2019,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,CO2e (t) GWP-AR5,PROD_COMB,,0.0
249650,1970,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
249651,1971,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
249652,1972,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
249653,1973,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
249654,1974,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
249655,1975,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
249656,1976,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
249657,1977,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
249658,1978,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.18833064
249659,1979,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.18833064
249660,1980,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.18833064
249661,1981,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.09416532
249662,1982,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.09416532
249663,1983,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
249664,1984,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.09416532
249665,1985,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.09416532
249666,1986,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
249667,1987,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.09416532
249668,1988,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
249669,1989,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.09416532
249670,1990,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.09416532
249671,1991,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
249672,1992,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
249673,1993,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.18833064
249674,1994,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
249675,1995,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.18833064
249676,1996,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.09416532
249677,1997,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
249678,1998,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
249679,1999,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
249680,2000,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
249681,2001,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
249682,2002,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
249683,2003,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
249684,2004,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
249685,2005,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
249686,2006,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
249687,2007,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
249688,2008,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
249689,2009,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
249690,2010,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
249691,2011,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Produção de carvão mineral e outros,Gás canalizado SP,Consumo Final Energético,Emissão,COVNM (t),PROD_COMB,,0.0
